Column1;Document Title;Authors;Publication Title;Publication Year;DOI;PDF Link
35;Resource Utilization Based Dynamic Pricing Approach on Cloud Computing Application;Adrian JohannesPriyadarsi NandaXiangjian He;Algorithms and Architectures for Parallel Processing;20150;10.1007/978-3-319-27161-3_61;http://link.springer.com/chapter/10.1007/978-3-319-27161-3_61
36;Multiobjective Virtual Machine Selection for Task Scheduling in Cloud Computing;Ketaki NaikG. Meera GandhiS. H. Patil;Computational Intelligence: Theories, Applications and Future Directions - Volume I;20190;10.1007/978-981-13-1132-1_25;http://link.springer.com/chapter/10.1007/978-981-13-1132-1_25
37;Research on Heuristic Based Load Balancing Algorithms in Cloud Computing;Jengshyang PanPingfei RenLinlin Tang;Intelligent Data Analysis and Applications;20150;10.1007/978-3-319-21206-7_35;http://link.springer.com/chapter/10.1007/978-3-319-21206-7_35
38;Cloud Computing Availability: Multi-clouds for Big Data Service;Sangdo LeeHyoungyill ParkYongtae Shin;Convergence and Hybrid Information Technology;20120;10.1007/978-3-642-32692-9_102;http://link.springer.com/chapter/10.1007/978-3-642-32692-9_102
39;Review of Quality of Service Based Techniques in Cloud Computing;GeetaShiva Prakash;Data Science and Big Data Analytics;20190;10.1007/978-981-10-7641-1_22;http://link.springer.com/chapter/10.1007/978-981-10-7641-1_22
42;Lightweight Virtualization in Cloud Computing for Research;Muhamad Fitra KacamargaBens PardameanHari Wijaya;Intelligence in the Era of Big Data;20150;10.1007/978-3-662-46742-8_40;http://link.springer.com/chapter/10.1007/978-3-662-46742-8_40
43;Adapting Market-Oriented Scheduling Policies for Cloud Computing;Mohsen Amini SalehiRajkumar Buyya;Algorithms and Architectures for Parallel Processing;20100;10.1007/978-3-642-13119-6_31;http://link.springer.com/chapter/10.1007/978-3-642-13119-6_31
44;The Interdependent Part of Cloud Computing: Dew Computing;Hiral M. PatelRupal R. ChaudhariKinjal R. PrajapatiAmi A. Patel;Intelligent Communication and Computational Technologies;20180;10.1007/978-981-10-5523-2_32;http://link.springer.com/chapter/10.1007/978-981-10-5523-2_32
45;Time- and Cost-Aware Scheduling Method for Workflows in Cloud Computing Systems;G. Narendrababu ReddyS. Phani Kumar;Proceedings of International Conference on Computational Intelligence and Data Engineering;20180;10.1007/978-981-10-6319-0_19;http://link.springer.com/chapter/10.1007/978-981-10-6319-0_19
46;Cloud Computing: Concepts and Techniques with Service Provider Analysis;Himanshu BarhaiyaNilesh Jain;Rising Threats in Expert Applications and Solutions;20220;10.1007/978-981-19-1122-4_27;http://link.springer.com/chapter/10.1007/978-981-19-1122-4_27
47;Automated Negotiation of QOS Parameters Using Fuzzy Logic Based Concession Strategy for Cloud Computing Environments;B. Sunil KamathRio D’Souza;Emerging Research in Computing, Information, Communication and Applications;20180;10.1007/978-981-10-4741-1_34;http://link.springer.com/chapter/10.1007/978-981-10-4741-1_34
48;Trustworthy Self-protection for Data Auditing in Cloud Computing Environment;Doaa S. El-MorshedyNoha E. El-AttarWael A. AwadIbrahim M. Hanafy;Internet of Things—Applications and Future;20200;10.1007/978-981-15-3075-3_2;http://link.springer.com/chapter/10.1007/978-981-15-3075-3_2
50;Workflow Security Scheduling Strategy in Cloud Computing;Sarra HammoutiBelabbas YagoubiSid Ahmed Makhlouf;Modelling and Implementation of Complex Systems;20210;10.1007/978-3-030-58861-8_4;http://link.springer.com/chapter/10.1007/978-3-030-58861-8_4
51;An Overview of Cloud Computing Testing Research;Jia YaoBabak Maleki ShojaNasseh Tabrizi;Cloud Computing – CLOUD 2019;20190;10.1007/978-3-030-23502-4_21;http://link.springer.com/chapter/10.1007/978-3-030-23502-4_21
52;Data Integrity Verification Schemes in Cloud Computing Environment: A Survey;Jyoti RaniRajender Nath;Information and Communication Technology for Competitive Strategies (ICTCS 2021);20230;10.1007/978-981-19-0098-3_62;http://link.springer.com/chapter/10.1007/978-981-19-0098-3_62
53;A Methodology for the Development and Verification of Access Control Systems in Cloud Computing;Antonios GouglidisIoannis Mavridis;Collaborative, Trusted and Privacy-Aware e/m-Services;20130;10.1007/978-3-642-37437-1_8;http://link.springer.com/chapter/10.1007/978-3-642-37437-1_8
54;Automation of the SLA Life Cycle in Cloud Computing ⋆ ;Waheed Aslam Ghumman;Service-Oriented Computing – ICSOC 2013 Workshops;20140;10.1007/978-3-319-06859-6_51;http://link.springer.com/chapter/10.1007/978-3-319-06859-6_51
55;Cloudbus Toolkit for Market-Oriented Cloud Computing;Rajkumar BuyyaSuraj PandeyChristian Vecchiola;Cloud Computing;20090;10.1007/978-3-642-10665-1_4;http://link.springer.com/chapter/10.1007/978-3-642-10665-1_4
56;Towards a Conceptual Framework for Assessing the Benefits of Cloud Computing;Nattakarn PhaphoomXiaofeng WangPekka Abrahamsson;Software Business. From Physical Products to Software Services and Solutions;20130;10.1007/978-3-642-39336-5_14;http://link.springer.com/chapter/10.1007/978-3-642-39336-5_14
57;A Trust-Based Ranking Model for Cloud Service Providers in Cloud Computing;Alshaimaa M. MohammedFatma A. Omara;Internet of Things—Applications and Future;20200;10.1007/978-981-15-3075-3_22;http://link.springer.com/chapter/10.1007/978-981-15-3075-3_22
59;Requirements Engineering for Cloud Computing: A Comparison Framework;Stefan WindHolger Schrödl;Web Information Systems Engineering – WISE 2010 Workshops;20110;10.1007/978-3-642-24396-7_32;http://link.springer.com/chapter/10.1007/978-3-642-24396-7_32
60;The Reality and Future of the Secure Mobile Cloud Computing (SMCC): Survey;Samaher Al_JanabiNawras Yahya Hussein;Big Data and Networks Technologies;20200;10.1007/978-3-030-23672-4_18;http://link.springer.com/chapter/10.1007/978-3-030-23672-4_18
61;Assessing the Effectiveness of Cloud Computing in European Countries;Petra MarešováKamil Kuča;Proceedings of the 4th International Conference on Computer Engineering and Networks;20150;10.1007/978-3-319-11104-9_89;http://link.springer.com/chapter/10.1007/978-3-319-11104-9_89
62;Coordination Strategies in a Cloud Computing Service Supply Chain Under the Duopoly Market;Lingyun WeiXiaohan YangXiaoguang Zhou;Proceedings of the 4th International Conference on Computer Engineering and Networks;20150;10.1007/978-3-319-11104-9_90;http://link.springer.com/chapter/10.1007/978-3-319-11104-9_90
63;Survey of Different Load Balancing Approach-Based Algorithms in Cloud Computing: A Comprehensive Review;Arunima HotaSubasish MohapatraSubhadarshini Mohanty;Computational Intelligence in Data Mining;20190;10.1007/978-981-10-8055-5_10;http://link.springer.com/chapter/10.1007/978-981-10-8055-5_10
64;Load Balancing in Cloud Computing Environment: A Broad Perspective;Minakshi SharmaRajneesh KumarAnurag Jain;Intelligent Data Communication Technologies and Internet of Things;20210;10.1007/978-981-15-9509-7_44;http://link.springer.com/chapter/10.1007/978-981-15-9509-7_44
65;An Empirical Study of Different Techniques for the Improvement of Quality of Service in Cloud Computing;Chitra SharmaPradeep Kumar TiwariGarima Agarwal;Data Engineering for Smart Systems;20220;10.1007/978-981-16-2641-8_32;http://link.springer.com/chapter/10.1007/978-981-16-2641-8_32
66;Efficient Adaptive Resource Management for Spot Workers in Cloud Computing Environment;Lung-Pin ChenFang-Yie LeuHsin-Ta ChiaoHung-Jr Shiu;Innovative Mobile and Internet Services in Ubiquitous Computing;20220;10.1007/978-3-030-79728-7_37;http://link.springer.com/chapter/10.1007/978-3-030-79728-7_37
68;A Study of Optimal Multi-server System Configuration with Variate Deadlines and Rental Prices in Cloud Computing;Zhongfeng KangBo Yang;Human Centered Computing;20180;10.1007/978-3-319-74521-3_25;http://link.springer.com/chapter/10.1007/978-3-319-74521-3_25
69;Modeling and Performance Evaluation of Auction Model in Cloud Computing;Gagandeep Kaur;Information and Communication Technology for Intelligent Systems;20210;10.1007/978-981-15-7062-9_2;http://link.springer.com/chapter/10.1007/978-981-15-7062-9_2
70;Elements of Cloud Computing: A Perspective on Service Oriented Enterprises (SOEs);R. SuchithraR. SelvaraniDhinaharann Nagamalai;Advances in Digital Image Processing and Information Technology;20110;10.1007/978-3-642-24055-3_37;http://link.springer.com/chapter/10.1007/978-3-642-24055-3_37
71;Do Clouds Compute? A Framework for Estimating the Value of Cloud Computing;Markus KlemsJens NimisStefan Tai;Designing E-Business Systems. Markets, Services, and Networks;20090;10.1007/978-3-642-01256-3_10;http://link.springer.com/chapter/10.1007/978-3-642-01256-3_10
78;The Infrastructure Level of Cloud Computing as a Basis for Privacy and Security of Software Services;Ina SchieringJan Kretschmer;Privacy and Identity Management for Life;20120;10.1007/978-3-642-31668-5_7;http://link.springer.com/chapter/10.1007/978-3-642-31668-5_7
79;CoCoOn: Cloud Computing Ontology for IaaS Price and Performance Comparison;Qian ZhangArmin HallerQing Wang;The Semantic Web – ISWC 2019;20190;10.1007/978-3-030-30796-7_21;http://link.springer.com/chapter/10.1007/978-3-030-30796-7_21
80;A Research of Resource Scheduling Strategy with SLA Restriction for Cloud Computing Based on Pareto Optimality M×N Production Model;Huixi LiHao Li;Web Information Systems and Mining;20110;10.1007/978-3-642-23971-7_22;http://link.springer.com/chapter/10.1007/978-3-642-23971-7_22
81;A Prototype Model for Resource Provisioning in Cloud Computing Using MapReduce Technique;Ananthi SheshasaayeeR. Megala;Information Systems Design and Intelligent Applications;20180;10.1007/978-981-10-7512-4_97;http://link.springer.com/chapter/10.1007/978-981-10-7512-4_97
82;Minimizing Technical Complexities in Emerging Cloud Computing Platforms;Andreas MenychtasGeorge KousiourisDimosthenis KyriazisTheodora Varvarigou;Euro-Par 2010 Parallel Processing Workshops;20110;10.1007/978-3-642-21878-1_74;http://link.springer.com/chapter/10.1007/978-3-642-21878-1_74
83;Market-Driven Continuous Double Auction Method for Service Allocation in Cloud Computing;Nima FarajianKamran Zamanifar;Advances in Computing, Communication, and Control;20130;10.1007/978-3-642-36321-4_2;http://link.springer.com/chapter/10.1007/978-3-642-36321-4_2
84;A Survey on SLA and Performance Measurement in Cloud Computing;Mohammed AlhamadTharam DillonElizabeth Chang;On the Move to Meaningful Internet Systems: OTM 2011;20110;10.1007/978-3-642-25106-1_4;http://link.springer.com/chapter/10.1007/978-3-642-25106-1_4
85;A Study of Service Quality in Multi Cloud Computing;Sangdo LeeYongtae Shin;Advances in Computer Science and Ubiquitous Computing;20180;10.1007/978-981-10-7605-3_129;http://link.springer.com/chapter/10.1007/978-981-10-7605-3_129
86;Contract Design for Composed Services in a Cloud Computing Environment;Sonja BrangewitzClaus-Jochen HaakeJochen Manegold;Advances in Service-Oriented and Cloud Computing;20150;10.1007/978-3-319-14886-1_16;http://link.springer.com/chapter/10.1007/978-3-319-14886-1_16
1;Cloud Computing System Management Under Flat Rate Pricing;Chu-Fen Li;Journal of Network and Systems Management;20110;10.1007/s10922-010-9196-3;http://link.springer.com/article/10.1007/s10922-010-9196-3
5;A Survey of Mobile Cloud Computing Applications: Perspectives and Challenges;Yating WangIng-Ray ChenDing-Chau Wang;Wireless Personal Communications;20150;10.1007/s11277-014-2102-7;http://link.springer.com/article/10.1007/s11277-014-2102-7
11;“On-demand” pricing and capacity management in cloud computing;Tarun JainJishnu Hazra;Journal of Revenue and Pricing Management;20190;10.1057/s41272-018-0146-0;http://link.springer.com/article/10.1057/s41272-018-0146-0
12;A survey and taxonomy on energy efficient resource allocation techniques for cloud computing systems;Abdul HameedAlireza KhoshkbarforoushhaRajiv RanjanPrem Prakash JayaramanJoanna KolodziejPavan BalajiSherali ZeadallyQutaibah Marwan MalluhiNikos TziritasAbhinav VishnuSamee U. KhanAlbert Zomaya;Computing;20160;10.1007/s00607-014-0407-8;http://link.springer.com/article/10.1007/s00607-014-0407-8
22;A Survey on Resource Scheduling in Cloud Computing: Issues and Challenges;Sukhpal SinghInderveer Chana;Journal of Grid Computing;20160;10.1007/s10723-015-9359-2;http://link.springer.com/article/10.1007/s10723-015-9359-2
26;Joint optimization of wireless bandwidth and computing resource in cloudlet-based mobile cloud computing environment;Sachula MengYing WangZhongyu MiaoKai Sun;Peer-to-Peer Networking and Applications;20180;10.1007/s12083-017-0544-x;http://link.springer.com/article/10.1007/s12083-017-0544-x
29;Fair Benchmarking for Cloud Computing systems;Lee GillamBin LiJohn O’LoughlinAnuz Pratap Singh Tomar;Journal of Cloud Computing: Advances, Systems and Applications;20130;10.1186/2192-113X-2-6;http://link.springer.com/article/10.1186/2192-113X-2-6
31;Enterprise adoption of cloud computing with application portfolio profiling and application portfolio assessment;Kent RamchandMohan Baruwal ChhetriRyszard Kowalczyk;Journal of Cloud Computing;20210;10.1186/s13677-020-00210-w;http://link.springer.com/article/10.1186/s13677-020-00210-w
34;Service description languages in cloud computing: state-of-the-art and research issues;Falak NawazAhmad MohsinNaeem Khalid Janjua;Service Oriented Computing and Applications;20190;10.1007/s11761-019-00263-z;http://link.springer.com/article/10.1007/s11761-019-00263-z
35;Cloud computing using load balancing and service broker policy for IT service: a taxonomy and survey;Amrita JyotiManish ShrimaliShailesh TiwariHarivans Pratap Singh;Journal of Ambient Intelligence and Humanized Computing;20200;10.1007/s12652-020-01747-z;http://link.springer.com/article/10.1007/s12652-020-01747-z
0;An Efficient Framework for Resource Allocation and Dynamic Pricing Scheme for Completion Time Failure in Cloud Computing;Anjan BandyopadhyayVikash Kumar SinghSajal MukhopadhyayUjjwal RaiArghya Bandyopadhyay;Advances in Networked-Based Information Systems;20220;10.1007/978-3-030-84913-9_13;http://link.springer.com/chapter/10.1007/978-3-030-84913-9_13
4;Exploration of Maximizing the Significance of Big Data in Cloud Computing;R. DhayaM. DeviR. KanthavelFahad AlgarniPooja Dixikha;Emerging Trends in Computing and Expert Technology;20200;10.1007/978-3-030-32150-5_68;http://link.springer.com/chapter/10.1007/978-3-030-32150-5_68
5;A Survey on Cloud Computing;Mohammad Ubaidullah BokhariQahtan MakkiYahya Kord Tamandani;Big Data Analytics;20180;10.1007/978-981-10-6620-7_16;http://link.springer.com/chapter/10.1007/978-981-10-6620-7_16
6;An Auction Framework for DaaS in Cloud Computing;Anjan BandyopadhyayFatos XhafaSajal Mukhopadhyay;Advances in Internet, Data & Web Technologies;20180;10.1007/978-3-319-75928-9_65;http://link.springer.com/chapter/10.1007/978-3-319-75928-9_65
7;Analyzing the Applicability of Airline Booking Systems for Cloud Computing Offerings;Johannes WatzlNils gentschen FeldeDieter Kranzlmuller;Data Driven e-Science;20110;10.1007/978-1-4419-8014-4_26;http://link.springer.com/chapter/10.1007/978-1-4419-8014-4_26
11;Cloud Computing: Towards Making Computing a Utility;Mohamed Hefeeda;Intelligent Cloud Computing;20150;10.1007/978-3-319-19848-4_1;http://link.springer.com/chapter/10.1007/978-3-319-19848-4_1
12;A Healthcare Cloud Computing Strategic Planning Model;Kuo Mu-Hsing;Computer Science and Convergence;20120;10.1007/978-94-007-2792-2_76;http://link.springer.com/chapter/10.1007/978-94-007-2792-2_76
15;Enabling Business-Preference-Based Scheduling of Cloud Computing Resources;Azamat UzbekovJörn Altmann;Economics of Grids, Clouds, Systems, and Services;20170;10.1007/978-3-319-61920-0_16;http://link.springer.com/chapter/10.1007/978-3-319-61920-0_16
16;Click Here to Cloud: End User Issues in Cloud Computing Terms of Service Agreements;Tomas A. Lipinski;Challenges of Information Management Beyond the Cloud;20140;10.1007/978-3-662-44412-2_10;http://link.springer.com/chapter/10.1007/978-3-662-44412-2_10
17;A Game-Theoretical Approach to the Benefits of Cloud Computing;Jörn KünsemöllerHolger Karl;Economics of Grids, Clouds, Systems, and Services;20120;10.1007/978-3-642-28675-9_11;http://link.springer.com/chapter/10.1007/978-3-642-28675-9_11
18;Structural Specification for the SLAs in Cloud Computing (S3LACC);Waheed Aslam GhummanAlexander Schill;Economics of Grids, Clouds, Systems, and Services;20170;10.1007/978-3-319-61920-0_4;http://link.springer.com/chapter/10.1007/978-3-319-61920-0_4
