,Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,Item type,Title,Publication year,Pages,Address,Proceedings title,Conference location,Date published,ISBN,URLs,Keywords,Sub-type,Series,Journal,Item Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,URL,Content Type
26,,"Nguyen TA,Bimonte S,d'Orazio L,Darmont J",,,,,,,,,"In classical databases, query performance is casually achieved through physical data structures such as caches, indexes and materialized views. In this context, many cost models help select a ""best set"" of such data structures. However, this selection task becomes more complex in the cloud. The criterion to optimize is indeed at least two-dimensional, with the monetary cost of using the cloud balancing query response time. Thus, we define in this paper new cost models that fit into the pay-as-you-go paradigm of cloud computing. These cost models help achieve a multi-criteria optimization of the view materialization vs. CPU power consumption problem, under budget constraints. Finally, we present experimental results that provide a first validation of our contribution and show that cloud view materialization is always desirable.",,,10.1145/2320765.2320788,,,,,,,,,,,,,,,Association for Computing Machinery,,Conference Paper,Cost Models for View Materialization in the Cloud,2012.0,47–54,"New York, NY, USA",Proceedings of the 2012 Joint EDBT/ICDT Workshops,"Berlin, Germany",2012,9781450311434.0,https://doi.org/10.1145/2320765.2320788;http://dx.doi.org/10.1145/2320765.2320788,"performance and cost optimization, cost models, materialized views, cloud computing",,EDBT-ICDT '12,,,,,,,,
27,,"Henzinger TA,Singh AV,Singh V,Wies T,Zufferey D",,,,,,,,,"Cloud computing aims to give users virtually unlimited pay-per-use computing resources without the burden of managing the underlying infrastructure. We present a new job execution environment Flextic that exploits scalable static scheduling techniques to provide the user with a flexible pricing model, such as a tradeoff between different degrees of execution speed and execution price, and at the same time, reduce scheduling overhead for the cloud provider. We have evaluated a prototype of Flextic on Amazon EC2 and compared it against Hadoop. For various data parallel jobs from machine learning, image processing, and gene sequencing that we considered, Flextic has low scheduling overhead and reduces job duration by up to 15% compared to Hadoop, a dynamic cloud scheduler.",,,,,,,,,,,,,,,,,,USENIX Association,,Conference Paper,Static Scheduling in Clouds,2011.0,1,USA,Proceedings of the 3rd USENIX Conference on Hot Topics in Cloud Computing,"Portland, OR",2011,,,,,HotCloud'11,,,,,,,,
28,,"Hong YJ,Xue J,Thottethodi M",,,,,,,,,"Cloud computing holds the exciting potential of elastically scaling computation to match time-varying demand, thus eliminating the need to provision for peak demand to satisfy response-time requirements. Moreover, cloud vendors often offer several commitment levels for their machine instances (e.g., users can choose to pay an upfront premium for the discounted hourly usage price). Because cost is a major concern that may limit the cloud adoption, two key challenges are to determine (a) the number of machines to provision and (b) the commitment level at which the machine instances should be acquired, to minimize cost while satisfying response-time targets. This paper address the above two challenges in an Infrastructure-as-a-Service (IaaS) cloud. Our simulations with real Web server load traces reveal that our techniques offer a cost reduction between 13% and 29% (21% on average) under Amazon EC2 pricing models.",,,10.1145/1993744.1993799,,,,,,,,,,,,,,,Association for Computing Machinery,,Conference Paper,Dynamic Server Provisioning to Minimize Cost in an IaaS Cloud,2011.0,147–148,"New York, NY, USA",Proceedings of the ACM SIGMETRICS Joint International Conference on Measurement and Modeling of Computer Systems,"San Jose, California, USA",2011,9781450308144.0,https://doi.org/10.1145/1993744.1993799;http://dx.doi.org/10.1145/1993744.1993799,"cloud computing, capacity planning, dynamic provisioning",,SIGMETRICS '11,,,,,,,,
29,,"Uriarte RB,Tiezzi F,Nicola R",,,,,,,,,"The need of mechanisms to automate and regulate the interaction amongst the parties involved in the offered cloud services is exacerbated by the increasing number of providers and solutions that enable the cloud paradigm. This regulation needs to be defined through a contract, the so-called Service Level Agreement (SLA). We argue that the current solutions for SLA specification cannot cope with the distinctive characteristics of clouds. Therefore, in this paper we define a language, named SLAC, devised for specifying SLA for the cloud computing domain. The main differences with respect to the existing specification languages are: SLAC is domain specific, its semantics are formally defined in order to avoid ambiguity, it supports the main cloud deployment models, and it enables the specification of multi-party agreements. Moreover, SLAC supports the business aspects of the domain, such as pricing schemes, business actions and metrics. Furthermore, SLAC comes with an open-source software framework which enables the specification, evaluation and enforcement of SLAs for clouds. We illustrate potentialities and effectiveness of the SLAC language and its management framework by experimenting with an Open Nebula cloud system.",,,10.1109/UCC.2014.53,,,,,,,,,,,,,,,IEEE Computer Society,,Conference Paper,SLAC: A Formal Service-Level-Agreement Language for Cloud Computing,2014.0,419–426,USA,Proceedings of the 2014 IEEE/ACM 7th International Conference on Utility and Cloud Computing,,2014,9781479978816.0,https://doi.org/10.1109/UCC.2014.53;http://dx.doi.org/10.1109/UCC.2014.53,"Constraint satisfaction problems, Formal Languages, Service Level Agreement, Cloud Computing",,UCC '14,,,,,,,,
30,,"Nodari A,Nurminen JK,Frühwirth C",,,,,,,,,"Cloud computing providers offer two different pricing schemes when renting virtual machines: reserved instances and on-demand instances. On-demand instances are paid only when utilized and they are useful to satisfy a fluctuating demand. Conversely, reserved instances are paid for a certain time period and are independent of usage. Since reserved instances require more commitment from users, they are cheaper than on-demand instances. However, in order to be cost-effective compared to on-demand instances, they have to be extensively utilized. This work focuses on finding the optimal combination of on-demand and reserved instances, such that the demand is satisfied and the costs minimized. To achieve this goal, this study introduces a stochastic model of the resources, based on Inventory Theory. The idea is to formulate the optimization problem as an inventory-keeping problem and then derive the optimal strategy. The paper evaluates the proposed model using data from an industry case, comparing the performance with a brute-force approach. The conducted experiments show that the Inventory Theory model provides accurate results and potentially allows prior research on Inventory Theory to be applied to optimal cloud provisioning.",,,10.1145/2851613.2851869,,,,,,,,,,,,,,,Association for Computing Machinery,,Conference Paper,Inventory Theory Applied to Cost Optimization in Cloud Computing,2016.0,470–473,"New York, NY, USA",Proceedings of the 31st Annual ACM Symposium on Applied Computing,"Pisa, Italy",2016,9781450337397.0,https://doi.org/10.1145/2851613.2851869;http://dx.doi.org/10.1145/2851613.2851869,"cloud provisioning, cost optimization, resource allocation, inventory theory",,SAC '16,,,,,,,,
31,,Farokhi S,,,,,,,,,"Cloud computing popularity is growing rapidly and consequently the number of companies offering their services in the form of Software-as-a-Service (SaaS) or Infrastructure-as-a-Service (IaaS) is increasing. The diversity and usage benefits of the IaaS offers are encouraging SaaS providers to lease resources from the Cloud instead of operating their own data centers. This helps them to get rid of the maintenance overheads and better satisfy their customers which are more demanding in terms of service requirements nowadays. Such evolutionary tendency is leading to the emergence of new ways of service provisioning in which relying on infrastructure services of a single Cloud provider is not sufficient. Namely, the need of using Cloud services from multiple Clouds with various quality attributes and pricing models has been raised recently. Although service allocation based on Service Level Agreement (SLA) has been well investigated in Cloud computing so far, the new upcoming issues regarding to utilize multiple Clouds has led to new challenges. This paper looks at the service selection and allocation in a Multi-Cloud, as a delivery model of multiple Clouds, from the perspective of SaaS provider. The proposed framework assists SaaS providers to find suitable infrastructure services which best satisfy their requirements while handling SLA issues. We present an overview of the complete system and discus how the services are selected and the corresponding SLAs are monitored to detect the SLA violations.",,,10.1109/CCGrid.2014.62,,,,,,,,,,,,,,,IEEE Press,,Conference Paper,Towards an SLA-Based Service Allocation in Multi-Cloud Environments,2014.0,591–594,"Chicago, Illinois","Proceedings of the 14th IEEE/ACM International Symposium on Cluster, Cloud, and Grid Computing",,2014,9781479927838.0,https://doi.org/10.1109/CCGrid.2014.62;http://dx.doi.org/10.1109/CCGrid.2014.62,"InterCloud-SLA, service allocation, service level agreement (SLA), infrastructure-as-a-service (IaaS), software-as-a-service (SaaS), cloud computing, service selection, multi-cloud",,CCGRID '14,,,,,,,,
32,,"Mihailescu M,Teo YM",,,,,,,,,"There is growing interest in large-scale systems where globally distributed and commoditized resources can be shared and traded, such as peer-to-peer networks, grids, and cloud computing. Users of these systems are rational and maximize their own interest when consuming and contributing shared resources, even if by doing so they affect the overall efficiency of the system. To manage rational users, resource pricing and allocation can provide the necessary incentives for users to behave such that the overall efficiency can be maximized. In this paper, we propose a dynamic pricing mechanism for the allocation of shared resources, and evaluate its performance. In contrast with several existing trading models, our scheme is designed to allocate a request with multiple resource types, such that the user does not have to aggregate different resource types manually. We formally prove the economic properties of our pricing scheme using the mechanism design framework. We perform both theoretical and simulation analysis to evaluate the economic and computational efficiency of the allocation and the scalability of the mechanism. Our simulations are validated against a prototype implementation on PlanetLab.",,,10.1109/CCGRID.2010.124,,,,,,,,,,,,,,,IEEE Computer Society,,Conference Paper,On Economic and Computational-Efficient Resource Pricing in Large Distributed Systems,2010.0,838–843,USA,"Proceedings of the 2010 10th IEEE/ACM International Conference on Cluster, Cloud and Grid Computing",,2010,9780769540399.0,https://doi.org/10.1109/CCGRID.2010.124;http://dx.doi.org/10.1109/CCGRID.2010.124,,,CCGRID '10,,,,,,,,
33,,"Ge Y,Zhang Y,Qiu Q,Lu YH",,,,,,,,,"Cloud computing and virtualization techniques provide mobile devices with battery energy saving opportunities by allowing them to offload computation and execute code remotely. When the cloud infrastructure consists of heterogeneous servers, the mapping between mobile devices and servers plays an important role in determining the energy dissipation on both sides. From an environmental impact perspective, any energy dissipation related to computation should be counted. To achieve energy sustainability, it is important reducing the overall energy consumption of the mobile systems and the cloud infrastructure. Furthermore, reducing cloud energy consumption can potentially reduce the cost of mobile cloud users because the pricing model of cloud services is pay-by-usage. In this paper, we propose a game-theoretic approach to optimize the overall energy in a mobile cloud computing system. We formulate the energy minimization problem as a congestion game, where each mobile device is a player and his strategy is to select one of the servers to offload the computation while minimizing the overall energy consumption. We prove that the Nash equilibrium always exists in this game and propose an efficient algorithm that could achieve the Nash equilibrium in polynomial time. Experimental results show that our approach is able to reduce the total energy of mobile devices and servers compared to a random approach and an approach which only tries to reduce mobile devices alone.",,,10.1145/2333660.2333724,,,,,,,,,,,,,,,Association for Computing Machinery,,Conference Paper,A Game Theoretic Resource Allocation for Overall Energy Minimization in Mobile Cloud Computing System,2012.0,279–284,"New York, NY, USA",Proceedings of the 2012 ACM/IEEE International Symposium on Low Power Electronics and Design,"Redondo Beach, California, USA",2012,9781450312493.0,https://doi.org/10.1145/2333660.2333724;http://dx.doi.org/10.1145/2333660.2333724,"congestion game, game theory, virtualization, power management, mobile cloud computing",,ISLPED '12,,,,,,,,
34,,"Imai S,Patterson S,Varela CA",,,,,,,,,"Cloud computing adds great on-demand scalability to stream processing systems with its pay-per-use cost model. However, to promise service level agreements to users while keeping resource allocation cost low is a challenging task due to uncertainties coming from various sources, such as the target application's scalability, future computational demand, and the target cloud infrastructure's performance variability. To deal with these uncertainties, it is essential to create accurate application performance prediction models. In cloud computing, the current state of the art in performance modelling remains application-specific. We propose an application-agnostic performance modeling that is applicable to a wide range of applications. We also propose an extension to probabilistic performance prediction. This paper reports the progress we have made so far.",,,10.1109/CCGrid.2016.89,,,,,,,,,,,,,,,IEEE Press,,Conference Paper,Cost-Efficient Elastic Stream Processing Using Application-Agnostic Performance Prediction,2016.0,604–607,"Cartagena, Columbia","Proceedings of the 16th IEEE/ACM International Symposium on Cluster, Cloud, and Grid Computing",,2016,9781509024520.0,https://doi.org/10.1109/CCGrid.2016.89;http://dx.doi.org/10.1109/CCGrid.2016.89,"cloud computing, performance prediction, resource allocation",,CCGRID '16,,,,,,,,
35,,"Al-Shishtawy A,Vlassov V",,,,,,,,,"The increasing spread of elastic Cloud services, together with the pay-as-you-go pricing model of Cloud computing, has led to the need of an elasticity controller. The controller automatically resizes an elastic service in response to changes in workload, in order to meet Service Level Objectives (SLOs) at a reduced cost. However, variable performance of Cloud virtual machines and nonlinearities in Cloud services complicates the controller design. We present the design and evaluation of ElastMan, an elasticity controller for Cloud-based elastic key-value stores. ElastMan combines feedforward and feedback control. Feedforward control is used to respond to spikes in the workload by quickly resizing the service to meet SLOs at a minimal cost. Feedback control is used to correct modeling errors and to handle diurnal workload. We have implemented and evaluated ElastMan using the Voldemort key-value store running in a Cloud environment based on OpenStack. Our evaluation shows the feasibility and effectiveness of our approach to automation of Cloud service elasticity.",,,10.1145/2462902.2462925,,,,,,,,,,,,,,,Association for Computing Machinery,,Conference Paper,ElastMan: Autonomic Elasticity Manager for Cloud-Based Key-Value Stores,2018.0,115–116,"New York, NY, USA",Proceedings of the 22nd International Symposium on High-Performance Parallel and Distributed Computing,"New York, New York, USA",2018,9781450319102.0,https://doi.org/10.1145/2462902.2462925;http://dx.doi.org/10.1145/2462902.2462925,"elasticity controller, cloud computing, key-value store",,HPDC '13,,,,,,,,
36,,"Mian R,Martin P,Zulkernine F,Vazquez-Poletti JL",,,,,,,,,"The promise of ""infinite"" resources given by the cloud computing paradigm has led to recent interest in exploiting clouds for large-scale data-intensive computing. In this paper, we present a model to estimate the resource costs for executing data-intensive workloads in a public cloud. The cost model quantifies the cost-effectiveness of a resource configuration for a given workload with consumer performance requirements expressed as SLAs, and is a key component of a larger framework for resource provisioning in clouds. We instantiate the cost model for the Amazon cloud, and experimentally evaluate the impact of key factors on the accuracy of the model.",,,10.1145/2405136.2405139,,,,,,,,,,,,,,,Association for Computing Machinery,,Conference Paper,Estimating Resource Costs of Data-Intensive Workloads in Public Clouds,2012.0,,"New York, NY, USA","Proceedings of the 10th International Workshop on Middleware for Grids, Clouds and e-Science","Montreal, Quebec, Canada",2012,9781450316088.0,https://doi.org/10.1145/2405136.2405139;http://dx.doi.org/10.1145/2405136.2405139,"cost model, resource provisioning, cloud computing",,MGC '12,,,,,,,,
37,,"Al-Shishtawy A,Vlassov V",,,,,,,,,"The increasing spread of elastic Cloud services, together with the pay-as-you-go pricing model of Cloud computing, has led to the need of an elasticity controller. The controller automatically resizes an elastic service in response to changes in workload, in order to meet Service Level Objectives (SLOs) at a reduced cost. However, variable performance of Cloud virtual machines and nonlinearities in Cloud services complicates the controller design. We present the design and evaluation of ElastMan, an elasticity controller for Cloud-based elastic key-value stores. ElastMan combines feedforward and feedback control. Feedforward control is used to respond to spikes in the workload by quickly resizing the service to meet SLOs at a minimal cost. Feedback control is used to correct modeling errors and to handle diurnal workload. We have implemented and evaluated ElastMan using the Voldemort key-value store running in a Cloud environment based on OpenStack. Our evaluation shows the feasibility and effectiveness of our approach to automation of Cloud service elasticity.",,,10.1145/2493123.2462925,,,,,,,,,,,,,,,Association for Computing Machinery,,Conference Paper,ElastMan: Autonomic Elasticity Manager for Cloud-Based Key-Value Stores,2013.0,115–116,"New York, NY, USA",Proceedings of the 22nd International Symposium on High-Performance Parallel and Distributed Computing,"New York, New York, USA",2013,9781450319102.0,https://doi.org/10.1145/2493123.2462925;http://dx.doi.org/10.1145/2493123.2462925,"key-value store, cloud computing, elasticity controller",,HPDC '13,,,,,,,,
38,,"An B,Lesser V,Irwin D,Zink M",,,,,,,,,"We consider the problem of allocating networked resources in dynamic environment, such as cloud computing platforms, where providers strategically price resources to maximize their utility. Resource allocation in these environments, where both providers and consumers are selfish agents, presents numerous challenges since the number of consumers and their resource demand is highly dynamic. While numerous auction-based approaches have been proposed in the literature, this paper explores an alternative approach where providers and consumers automatically negotiate resource leasing contracts. Since resource demand and supply can be dynamic and uncertain, we propose a distributed negotiation mechanism where agents negotiate over both a contract price and a decommitment penalty, which allows agents to decommit from contracts at a cost. We compare our approach experimentally, using representative scenarios and workloads, to both combinatorial auctions and the fixed-price model used by Amazon's Elastic Compute Cloud, and show that the negotiation model achieves a higher social welfare.",,,,,,,,,,,,,,,,,,International Foundation for Autonomous Agents and Multiagent Systems,,Conference Paper,Automated Negotiation with Decommitment for Dynamic Resource Allocation in Cloud Computing,2010.0,981–988,"Richland, SC",Proceedings of the 9th International Conference on Autonomous Agents and Multiagent Systems: Volume 1 - Volume 1,"Toronto, Canada",2010,9780982657119.0,,"cloud computing, negotiation strategy, automated negotiation",,AAMAS '10,,,,,,,,
39,,"Li Z,Wu G",,,,,,,,,"The live migration technology of virtual machine is very helpful for dynamic workload balance, server consolidation and fault tolerance in cloud computing environment. It is important to build live migration strategies which lead to low migration time, thus helping reduce migration cost while achieving migration goal. So we look into the topic of building a model to quantitatively predict live migration time. We thoroughly analyze the key parameters that affect the migration time and construct a live migration time cost model based on KVM. The evaluation of time cost model shows that the average prediction accuracy is above 90% in comparison with measured time. Based on time cost model, we propose 2 optimized live migration strategies for different application scenarios, one for load balance and fault tolerance, the other for server consolidation. The evaluation shows our optimized migration strategies can save 35% 50% of cost compared to the random migration strategy. We believe this should be the first comprehensive study of optimizing live migration strategy with migration time cost as a key factor.",,,10.1145/2881025.2881035,,,,,,,,,,,,,,,Association for Computing Machinery,,Conference Paper,Optimizing VM Live Migration Strategy Based on Migration Time Cost Modeling,2016.0,99–109,"New York, NY, USA",Proceedings of the 2016 Symposium on Architectures for Networking and Communications Systems,"Santa Clara, California, USA",2016,9781450341837.0,https://doi.org/10.1145/2881025.2881035;http://dx.doi.org/10.1145/2881025.2881035,"live migration, time cost model, migration strategy",,ANCS '16,,,,,,,,
40,,"Kang DK,Kim SH,Youn CH,Chen M",,,,,,,,,"In cloud computing, it remains a challenge to allocate virtualized resource with financial cost minimization and acceptable Quality of Service assurance. In general, the VM instance is allocated to cloud service users based on not actual job processing time but the fixed resource allocation time predetermined by cloud pricing policy in contrast to grid environment. In this case, the unnecessary cost dissipation is occurred by the wasted partial instance hours of allocated resource. To address this problem, we propose the heuristic based workflow scheduling scheme considering cloud-pricing model in this paper. Our scheme is composed of two phases: VM packing and MRSR (Multi Requests to Single Resource) phases. In VM-packing phase, preassigned multi tasks are aggregated into the common VM instance sequentially, and these tasks are merged in parallel by MRSR phase. By using our proposed schemes, we are able to reduce the number of required VM instances and achieve the significant cost saving while we guarantee the user's SLA (Service Level Agreement) in terms of workflow deadline. Our proposed schemes cannot only reduce the cost by 30% compared to traditional workflow scheduling schemes but also assure user's SLA.",,,10.1145/2557977.2558079,,,,,,,,,,,,,,,Association for Computing Machinery,,Conference Paper,Cost Adaptive Workflow Scheduling in Cloud Computing,2014.0,,"New York, NY, USA",Proceedings of the 8th International Conference on Ubiquitous Information Management and Communication,"Siem Reap, Cambodia",2014,9781450326445.0,https://doi.org/10.1145/2557977.2558079;http://dx.doi.org/10.1145/2557977.2558079,"cloud resource management, workflow scheduling, virtual machine allocation",,ICUIMC '14,,,,,,,,
41,,"Gmach D,Rolia J,Cherkasova L",,,,,,,,,"Cloud computing has emerged as a new and alternative approach for providing computing services. Customers acquire and release resources by requesting and returning virtual machines to the cloud. Different service models and pricing schemes are offered by cloud service providers. This can make it difficult for customers to compare cloud services and select an appropriate solution. Cloud Infrastructure-as-a-Service vendors offer a t-shirt approach for Virtual Machines (VMs) on demand. Customers can select from a set of fixed size VMs and vary the number of VMs as their demands change. Private clouds often offer another alternative, called time-sharing, where the capacity of each VM is permitted to change dynamically. With this approach each virtual machine is allocated a dynamic amount of CPU and memory resources over time to better utilize available resources. We present a tool that can help customers make informed decisions about which approach works most efficiently for their workloads in aggregate and for each workload separately. A case study using data from an enterprise customer with 312 workloads demonstrates the use of the tool. It shows that for the given set of workloads the t-shirt model requires almost twice the number of physical servers as the time share model. The costs for such infrastructure must ultimately be passed on to the customer in terms of monetary costs or performance risks. We conclude that private and public clouds should consider offering both resource sharing models to meet the needs of customers.",,,10.1109/CCGrid.2012.68,,,,,,,,,,,,,,,IEEE Computer Society,,Conference Paper,Selling T-Shirts and Time Shares in the Cloud,2012.0,539–546,USA,"Proceedings of the 2012 12th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing (Ccgrid 2012)",,2012,9780769546919.0,https://doi.org/10.1109/CCGrid.2012.68;http://dx.doi.org/10.1109/CCGrid.2012.68,"resource sharing, virtual machine sizing, cloud service models, virtualization, data center efficiency",,CCGRID '12,,,,,,,,
42,,"Al-Shishtawy A,Vlassov V",,,,,,,,,"The increasing spread of elastic Cloud services, together with the pay-as-you-go pricing model of Cloud computing, has led to the need of an elasticity controller. The controller automatically resizes an elastic service in response to changes in workload, in order to meet Service Level Objectives (SLOs) at a reduced cost. However, variable performance of Cloud Virtual Machines and nonlinearities in Cloud services, such as the diminishing reward of adding a service instance with increasing the scale, complicates the controller design. We present the design and evaluation of ElastMan, an elasticity controller for Cloud-based elastic key-value stores. ElastMan combines feedforward and feedback control. Feedforward control is used to respond to spikes in the workload by quickly resizing the service to meet SLOs at a minimal cost. Feedback control is used to correct modeling errors and to handle diurnal workload. To address nonlinearities, our design of ElastMan leverages the near-linear scalability of elastic Cloud services in order to build a scale-independent model of the service. We have implemented and evaluated ElastMan using the Voldemort key-value store running in an OpenStack Cloud environment. Our evaluation shows the feasibility and effectiveness of our approach to automation of Cloud service elasticity.",,,10.1145/2494621.2494630,,,,,,,,,,,,,,,Association for Computing Machinery,,Conference Paper,ElastMan: Elasticity Manager for Elastic Key-Value Stores in the Cloud,2013.0,,"New York, NY, USA",Proceedings of the 2013 ACM Cloud and Autonomic Computing Conference,"Miami, Florida, USA",2013,9781450321723.0,https://doi.org/10.1145/2494621.2494630;http://dx.doi.org/10.1145/2494621.2494630,"feedforward control, SLO, cloud computing, elasticity controller, feedback control, cloud storage",,CAC '13,,,,,,,,
43,,Karatza H,,,,,,,,,"Due to the advances in networks and computing systems, many aspects of our daily life depend on distributed interconnected computing resources. Large-scale distributed systems offer computational services to scientists, consumers and enterprises. Efficient management of distributed resources is crucial to use effectively the power of these systems and achieve good performance. Large-scale distributed systems are usually real-time as they are used for serving applications which require real-time processing. It is essential that appropriate resource allocation and scheduling techniques are utilized ensuring timeliness. Cloud computing, as a large-scale distributed computing paradigm based on a pay-as-you-go pricing model, has been extensively used for the deployment of complex computationally intensive applications. Particularly important in cloud computing is to run delay-sensitive applications. This can be achieved due to cloud’s high-performance computing capabilities for real-time execution. However, approaches to resolve other issues such as cost and energy conservation are necessary. In the last years, there is an expansion of the Internet of Things (IoT). There is a plethora of IoT applications which generate huge amounts of data and it is important to process these data in real-time and provide fast decisions. As a result, fog computing has emerged as a computing model which extends the cloud to the edge of the network, thus reducing the latency of IoT data transmission. The computational capacity of fog resources is usually limited, therefore it is necessary to employ algorithms that involve the collaboration between the cloud and fog resources. Consequently, appropriate scheduling of time-sensitive applications is required to exploit the capacity of cloud and fog computing so that the workload’s deadlines are met. In this keynote, we will present and discuss various aspects of large-scale real-time distributed systems, from the perspective of resource allocation and scheduling and we will conclude with future directions in this research area.",,,10.1145/3459960.3461561,,,,,,,,,,,,,,,Association for Computing Machinery,,Conference Paper,Large Scale Real-Time Distributed Systems – Resource Allocation and Scheduling Issues,2021.0,,"New York, NY, USA",7th Conference on the Engineering of Computer Based Systems,"Novi Sad, Serbia",2021,9781450390576.0,https://doi.org/10.1145/3459960.3461561;http://dx.doi.org/10.1145/3459960.3461561,"scheduling, large-scale distributed systems, real-time systems",,ECBS 2021,,,,,,,,
44,,"Georgoulakis Misegiannis M,Kantere Vverena,d'Orazio L",,,,,,,,,"Query optimization is a challenging process of DBMSs. When tackling query optimization in the cloud, there exists a simultaneous need of providing an optimal physical query execution plan, as well as an optimal resource configuration among available ones. Cloud computing features like resource elasticity and pricing make the process of finding this optimal query plan a multi-objective problem, with the monetary cost being an equally important factor to query execution time. Apache Spark is a popular choice for managing big data in the cloud. However, query optimization in its SQL module (Spark SQL) involves a number of limitations due to the rule-based nature of its optimizer, Catalyst. We propose a multi-objective cost model for the extension of the query optimizer of Apache Spark, aiming to minimize both objectives of query execution time and monetary cost, as well as a methodology for exploring the space of Pareto-optimal query plans and selecting one. The cost model is implemented and tuned, and an experimental study is conducted to validate its accuracy.",,,10.1145/3548785.3548800,,,,,,,,,,,,,,,Association for Computing Machinery,,Conference Paper,Multi-Objective Query Optimization in Spark SQL,2022.0,70–74,"New York, NY, USA",Proceedings of the 26th International Database Engineered Applications Symposium,"Budapest, Hungary",2022,9781450397094.0,https://doi.org/10.1145/3548785.3548800;http://dx.doi.org/10.1145/3548785.3548800,"Catalyst optimizer, multi-objective optimization, query optimization, cloud computing, cost model, Apache Spark",,IDEAS '22,,,,,,,,
45,,"Kaulakienundefined D,Thomsen C,Pedersen TB,Çetintemel U,Kraska T",,,,,,,,,"Having constantly increasing amounts of data, the analysis of it is often entrusted for a MapReduce framework. The execution of an analytical workload can be cheapened by adopting cloud computing resources, and in particular by using spot instances (cheap, fluctuating price instances) offered by Amazon Web Services (AWS). The users aiming for the spot market are presented with many instance types placed in multiple datacenters in the world, and thus it is difficult to choose the optimal deployment. In this paper, we propose the framework SpotADAPT (Spot-Aware (re-)Deployment of Analytical Processing Tasks) which is designed to help users by first, estimating the workload execution time on different AWS instance types, and, second, proposing the deployment (i.e., specific availability zone, instance type, pricing model) aligned with user-provided optimization goals (fastest or cheapest execution within boundaries). Moreover, during the execution of the workload, SpotADAPT suggests a redeployment if the current spot instance gets terminated by Amazon or a better deployment becomes possible due to fluctuations of the spot prices. The approach is evaluated using the actual execution times of typical analytical workloads and real spot price traces. SpotADAPT's suggested deployments are comparable to the theoretically optimal ones, and in particular, it shows good cost benefits for the budget optimization - on average SpotADAPT is at most 0.3% more expensive than the theoretically optimal deployments.",,,10.1145/2811222.2811227,,,,,,,,,,,,,,,Association for Computing Machinery,,Conference Paper,SpotADAPT: Spot-Aware (Re-)Deployment of Analytical Processing Tasks on Amazon EC2,2015.0,59–68,"New York, NY, USA",Proceedings of the ACM Eighteenth International Workshop on Data Warehousing and OLAP,"Melbourne, Australia",2015,9781450337854.0,https://doi.org/10.1145/2811222.2811227;http://dx.doi.org/10.1145/2811222.2811227,"execution time estimation, ec2, spot instances, amazon web services, hadoop",,DOLAP '15,,,,,,,,
46,,"Chen J,Wang C,Zhou BB,Sun L,Lee YC,Zomaya AY",,,,,,,,,"The recent cloud computing paradigm represents a trend of moving business applications to platforms run by parties located in different administrative domains. A cloud platform is often highly scalable and cost-effective through its pay-as-you-go pricing model. However, being shared by a large number of users, the running of applications in the platform faces higher performance uncertainty compared to a dedicated platform. Existing Service Level Agreements (SLAs) cannot sufficiently address the performance variation issue. In this paper, we use utility theory leveraged from economics and develop a new utility model for measuring customer satisfaction in the cloud. Based on the utility model, we design a mechanism to support utility-based SLAs in order to balance the performance of applications and the cost of running them. We consider an infrastructure-as-a-service type cloud platform (e.g., Amazon EC2), where a business service provider leases virtual machine (VM) instances with spot prices from the cloud and gains revenue by serving its customers. Particularly, we investigate the interaction of service profit and customer satisfaction. In addition, we present two scheduling algorithms that can effectively bid for different types of VM instances to make tradeoffs between profit and customer satisfaction. We conduct extensive simulations based on the performance data of different types of Amazon EC2 instances and their price history. Our experimental results demonstrate that the algorithms perform well across the metrics of profit, customer satisfaction and instance utilization.",,,10.1145/1996130.1996161,,,,,,,,,,,,,,,Association for Computing Machinery,,Conference Paper,Tradeoffs Between Profit and Customer Satisfaction for Service Provisioning in the Cloud,2011.0,229–238,"New York, NY, USA",Proceedings of the 20th International Symposium on High Performance Distributed Computing,"San Jose, California, USA",2011,9781450305525.0,https://doi.org/10.1145/1996130.1996161;http://dx.doi.org/10.1145/1996130.1996161,"service level agreement, scheduling, customer satisfaction, utility theory",,HPDC '11,,,,,,,,
